itemCode,prodOrder,projectCode,customer,description,status
SO2500003,PD2517780,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),E0-05 แผ่นยึด Sensor Check Top Pallet,Completed
C591028I021500,PD2517780,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),E0-05 แผ่นยึด Sensor Check Top Pallet,Completed
SO2500003,PD2517781,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),E0-06 แผ่นยึด Sensor Check Pallet IN-OUT,Completed
D411026I011100,PD2517781,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),E0-06 แผ่นยึด Sensor Check Pallet IN-OUT,Completed
SO2500003,PD2517782,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),E0-07 แผ่นยึด Reflector Check Pallet IN-OUT,Completed
D411026I011200,PD2517782,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),E0-07 แผ่นยึด Reflector Check Pallet IN-OUT,Completed
SO2500003,PD2517783,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01 เสาเช็ค Pallet (H-2400),Completed
C1B1A30I011401,PD2517783,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01 เสาเช็ค Pallet (H-2400),Completed
SO2500003,PD2517784,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),ID-01 AL-Profile XA-3030GT L2200,Completed
C1B1A30I011402,PD2517784,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),ID-01 AL-Profile XA-3030GT L2200,Completed
SO2500003,PD2517785,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-01 Guard Protect Barcode Scanner,Completed
C1B1O35I014101,PD2517785,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-01 Guard Protect Barcode Scanner,Completed
SO2500003,PD2517786,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-02 Guard Protect Barcode Scanner,Completed
C1B1O35I014102,PD2517786,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-02 Guard Protect Barcode Scanner,Completed
SO2500003,PD2517787,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),03-00 Bracket Barcode Scanner BRS,Completed
C1B1O35I011201,PD2517787,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),03-00 Bracket Barcode Scanner BRS,Completed
C1B1A30I01441A,PD2517788,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01-1 เสาเช็ค Pallet ขาเข้า (แป๊ป) H-2400,Completed
SO2500003,PD2517788,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01-1 เสาเช็ค Pallet ขาเข้า (แป๊ป) H-2400,Completed
SO2500003,PD2517789,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01-2 เพลท 150x150,Completed
C212B17I01421B,PD2517789,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01-2 เพลท 150x150,Completed
SO2500003,PD2517790,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01-3 เพลท 50x200,Completed
C212B17I01421C,PD2517790,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),IC-01-3 เพลท 50x200,Completed
SO2500003,PD2517863,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AMW-17-1 Chain Conveyor L3500 W1100 H390,Completed
C1B1O351000000,PD2517863,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AMW-17-1 Chain Conveyor L3500 W1100 H390,Completed
SO2500003,PD2517864,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-01-1 ชุดคาน Feed CV Shuttle-L3500,Completed
C1B1O35B011000,PD2517864,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-01-1 ชุดคาน Feed CV Shuttle-L3500,Completed
SO2500003,PD2517865,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-02-1 ชุดคาน Feed CV Shuttle-L3500,Completed
C1B1O35B021000,PD2517865,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-02-1 ชุดคาน Feed CV Shuttle-L3500,Completed
C1B1O35D011000,PD2517866,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01 Stopper Pallet CV Shuttle,Completed
SO2500003,PD2517866,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01 Stopper Pallet CV Shuttle,Completed
SO2500003,PD2517867,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02 Gurad Pallet CV Shuttle L3500 AMW-17-1,Completed
C1B1O35D021000,PD2517867,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02 Gurad Pallet CV Shuttle L3500 AMW-17-1,Completed
SO2500003,PD2517868,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03 Gurad Pallet CV Shuttle L3500 AMW-17-1,Completed
C1B1O35D031000,PD2517868,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03 Gurad Pallet CV Shuttle L3500 AMW-17-1,Completed
SO2500003,PD2517869,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-01 AL SS CV Magazine Pallet H390 17-1,Completed
C1B1O35E011000,PD2517869,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-01 AL SS CV Magazine Pallet H390 17-1,Completed
SO2500003,PD2517870,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-02 ขายึด SS CV Magazine Pallet H390 17-1,Completed
C1B1O35E021000,PD2517870,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-02 ขายึด SS CV Magazine Pallet H390 17-1,Completed
SO2500003,PD2517871,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-03 ขายึด SS CV Magazine Pallet H390 17-1,Completed
C1B1O35E031000,PD2517871,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-03 ขายึด SS CV Magazine Pallet H390 17-1,Completed
SO2500003,PD2517872,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-04 แผ่นยึด Reflector Stop Sensor,Completed
C1B1O35E041000,PD2517872,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-04 แผ่นยึด Reflector Stop Sensor,Completed
SO2500003,PD2517873,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-05 ฐาน Sensor ยิงรับ-ส่งกับ Liftground BRS,Completed
C1B1O35E051000,PD2517873,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EA-05 ฐาน Sensor ยิงรับ-ส่งกับ Liftground BRS,Completed
SO2500003,PD2517874,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),A0-00 ชุดขา Support-CV AMW-4-1 (H-390 W-1100),Completed
C1B2B14A011000,PD2517874,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),A0-00 ชุดขา Support-CV AMW-4-1 (H-390 W-1100),Completed
SO2500003,PD2517875,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),C0-01 ชุดเพลาส่งกำลัง 50-2P (W-1100) 1.1KW AMW-4-1,Completed
C1B2B14C011000,PD2517875,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),C0-01 ชุดเพลาส่งกำลัง 50-2P (W-1100) 1.1KW AMW-4-1,Completed
SO2500003,PD2517876,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-19 AL-Profile XA-4040T L400,Completed
C1K2F20A161000,PD2517876,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-19 AL-Profile XA-4040T L400,Completed
SO2500003,PD2517877,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-01 Free Sprocket #50-2P-15T CV Shuttle,Completed
C1N1A18B011700,PD2517877,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-01 Free Sprocket #50-2P-15T CV Shuttle,Completed
SO2500003,PD2517878,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24 ชุดแผ่นพับยึด Sensor,Completed
C1N1A18E011000,PD2517878,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24 ชุดแผ่นพับยึด Sensor,Completed
SO2500003,PD2517879,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25 ชุดแผ่นพับยึด Sensor Reflector,Completed
C1N1A18E021000,PD2517879,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25 ชุดแผ่นพับยึด Sensor Reflector,Completed
SO2500003,PD2517880,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),ES-04 Shuttle Car Barcode AAI,Completed
C1N1A18E071000,PD2517880,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),ES-04 Shuttle Car Barcode AAI,Completed
SO2500003,PD2517881,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BF-01 ชุดล้อ MC NYLON ดันโซ่,Completed
C431D40B011900,PD2517881,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BF-01 ชุดล้อ MC NYLON ดันโซ่,Completed
SO2500003,PD2517882,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-01 ชุดหูตึงโซ่ M12,Completed
C431D40C051000,PD2517882,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-01 ชุดหูตึงโซ่ M12,Completed
SO2500003,PD2517883,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-00 แบบเชื่อมขา Support-CV AMW-4-1 (H-390 W-1100),Completed
C1B2B14A011100,PD2517883,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-00 แบบเชื่อมขา Support-CV AMW-4-1 (H-390 W-1100),Completed
SO2500003,PD2517884,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CD-02 ฐานมอเตอร์เกียร์_ABB AMW-4-1,Completed
C1B2B14C011100,PD2517884,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CD-02 ฐานมอเตอร์เกียร์_ABB AMW-4-1,Completed
SO2500003,PD2517885,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03 ขา Support-CV (H-450 W-1100),Completed
C1K2F20A011200,PD2517885,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03 ขา Support-CV (H-450 W-1100),Completed
SO2500003,PD2517886,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-4 ขาปรับระดับ M16 (สตัด),Completed
C1K2F20A011300,PD2517886,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-4 ขาปรับระดับ M16 (สตัด),Completed
SO2500003,PD2517887,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-1 แผ่นพับยึด Sensor,Completed
C1N1A18E011100,PD2517887,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-1 แผ่นพับยึด Sensor,Completed
SO2500003,PD2517888,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-2 แผ่นพับยึด Sensor,Completed
C1N1A18E011200,PD2517888,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-24-2 แผ่นพับยึด Sensor,Completed
SO2500003,PD2517889,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25-1 แผ่นพับยึด Sensor Reflector,Completed
C1N1A18E021100,PD2517889,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),EF-25-1 แผ่นพับยึด Sensor Reflector,Completed
SO2500003,PD2517890,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-00 เพลาส่งกำลัง+ลิ่ม+ไม่ยอย (W-1100),Completed
C351M31C011100,PD2517890,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-00 เพลาส่งกำลัง+ลิ่ม+ไม่ยอย (W-1100),Completed
SO2500003,PD2517891,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-03 ชุดเฟืองโซ่ตัวตึงโซ่ 50-2P,Completed
C431D40C043000,PD2517891,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CE-03 ชุดเฟืองโซ่ตัวตึงโซ่ 50-2P,Completed
C431D40C054200,PD2517892,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02 เหล็กฉากตึงโซ่ตัวยาว M12,Completed
SO2500003,PD2517892,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02 เหล็กฉากตึงโซ่ตัวยาว M12,Completed
SO2500003,PD2517893,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CB-03 บูชดันเฟืองขับ 50-2P_เพลา 30 mm,Completed
C442F15C011200,PD2517893,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CB-03 บูชดันเฟืองขับ 50-2P_เพลา 30 mm,Completed
SO2500003,PD2517894,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PJ-05 คานยึดชุด Feed Pop-Up AAI (W1100 H390),Completed
CI71012I011A00,PD2517894,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),PJ-05 คานยึดชุด Feed Pop-Up AAI (W1100 H390),Completed
SO2500003,PD2517895,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-03-1 Support Shuttle Railway L3500,Completed
C1B1O35B011100,PD2517895,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-03-1 Support Shuttle Railway L3500,Completed
SO2500003,PD2517896,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-1 Outside Feed Plate L3500,Completed
C1B1O35B011200,PD2517896,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-1 Outside Feed Plate L3500,Completed
SO2500003,PD2517897,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-10 เพลท Shim แผ่นประกบ,Completed
C1B1O35B011300,PD2517897,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-10 เพลท Shim แผ่นประกบ,Completed
SO2500003,PD2517898,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-2 C-Channel Top Feed L3500,Completed
C1B1O35B011400,PD2517898,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-2 C-Channel Top Feed L3500,Completed
SO2500003,PD2517899,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-3 C-Channel Bottom Feed L3500,Completed
C1B1O35B011500,PD2517899,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-3 C-Channel Bottom Feed L3500,Completed
SO2500003,PD2517900,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-4 เพลทปิดแผ่นประกบ CV H390,Completed
C1B1O35B011600,PD2517900,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-4 เพลทปิดแผ่นประกบ CV H390,Completed
SO2500003,PD2517901,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-5 เพลทปิดแผ่นประกบ CV H390,Completed
C1B1O35B011700,PD2517901,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-5 เพลทปิดแผ่นประกบ CV H390,Completed
SO2500003,PD2517902,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-6 Inside Feed Plate L3500,Completed
C1B1O35B011800,PD2517902,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-6 Inside Feed Plate L3500,Completed
SO2500003,PD2517903,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-7 Shuttle Railway L3500,Completed
C1B1O35B011900,PD2517903,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-7 Shuttle Railway L3500,Completed
SO2500003,PD2517904,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1B1O35B011A00,PD2517904,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
SO2500003,PD2517905,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-9 เพลทปิดแผ่นประกบ H700,Completed
C1B1O35B011B00,PD2517905,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-01-9 เพลทปิดแผ่นประกบ H700,Completed
SO2500003,PD2517906,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BC-01 เพลทเพลา AMW-17-1,Completed
C1B1O35B011C00,PD2517906,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BC-01 เพลทเพลา AMW-17-1,Completed
SO2500003,PD2517907,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BD-01 เพลทมอเตอร์ AMW-17-1,Completed
C1B1O35B011D00,PD2517907,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BD-01 เพลทมอเตอร์ AMW-17-1,Completed
SO2500003,PD2517908,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BE-01 PE-1000 (N0.50-2P) L1900-P235 C1,Completed
C1B1O35B011E00,PD2517908,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BE-01 PE-1000 (N0.50-2P) L1900-P235 C1,Completed
SO2500003,PD2517909,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-00 Guard Pallet CV Shuttle W3500,Completed
C1B1O35B011F00,PD2517909,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-00 Guard Pallet CV Shuttle W3500,Completed
SO2500003,PD2517910,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-04-1 Support Shuttle Railway L3500,Completed
C1B1O35B021100,PD2517910,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),B0-04-1 Support Shuttle Railway L3500,Completed
SO2500003,PD2517911,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-7 Shuttle Railway L3500,Completed
C1B1O35B021200,PD2517911,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-7 Shuttle Railway L3500,Completed
SO2500003,PD2517912,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
C1B1O35B021300,PD2517912,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),BA-02-8 คาน Feed CV Shuttle-L3500 ไม่มีเพลทยึดขา,Completed
SO2500003,PD2517913,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-1 Stopper Pallet CV Shuttle Plate,Completed
C1B1O35D014100,PD2517913,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-1 Stopper Pallet CV Shuttle Plate,Completed
SO2500003,PD2517914,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-2 Stopper Pallet CV Shuttle SQ Tube,Completed
C1B1O35D014200,PD2517914,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-01-2 Stopper Pallet CV Shuttle SQ Tube,Completed
C1B1O35D021100,PD2517915,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01 ขายึดการ์ดแป๊ปสี่เหลี่ยม (H120) W1100,Completed
SO2500003,PD2517915,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DA-01 ขายึดการ์ดแป๊ปสี่เหลี่ยม (H120) W1100,Completed
SO2500003,PD2517916,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02-1 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
C1B1O35D021200,PD2517916,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-02-1 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
SO2500003,PD2517917,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03-1 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
C1B1O35D031100,PD2517917,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),DG-03-1 การ์ดแป๊ปสีเหลี่ยม CV Shuttle D25 (L3500),Completed
SO2500003,PD2517918,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-0 Free Sprocket CV Shuttle L90mm,Completed
C1N1A18B011701,PD2517918,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-0 Free Sprocket CV Shuttle L90mm,Completed
SO2500003,PD2517919,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-02-0 Free Sprocket Bush ID20-OD26.5-L30,Completed
C1N1A18B011702,PD2517919,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-02-0 Free Sprocket Bush ID20-OD26.5-L30,Completed
SO2500003,PD2517920,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-02-1 ขา Support (รางน้ำ),Completed
C1B1A30A014101,PD2517920,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-02-1 ขา Support (รางน้ำ),Completed
SO2500003,PD2517921,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-03 ขา Support (รางน้ำ) (H-390 W-1100),Completed
C1B2B14A014101,PD2517921,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-03 ขา Support (รางน้ำ) (H-390 W-1100),Completed
SO2500003,PD2517922,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-01 เพลทขา Support-CV AMW-4-1 (H-390 W-1100),Completed
C1B2B14A014102,PD2517922,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-01 เพลทขา Support-CV AMW-4-1 (H-390 W-1100),Completed
SO2500003,PD2517923,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-02 เพลทขา Support-CV AMW-4-1 (H-390 W-1100),Completed
C1B2B14A014103,PD2517923,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),AA-02 เพลทขา Support-CV AMW-4-1 (H-390 W-1100),Completed
SO2500003,PD2517924,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-02-3 ขา Support (เพลทปรับระดับ),Completed
C1K2F20A014103,PD2517924,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-02-3 ขา Support (เพลทปรับระดับ),Completed
C1K2F20A014201,PD2517925,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03-1 ขา Support (เพลทล่าง),Completed
SO2500003,PD2517925,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03-1 ขา Support (เพลทล่าง),Completed
SO2500003,PD2517926,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03-2 ขา Support (เพลทกลาง),Completed
C1K2F20A014202,PD2517926,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03-2 ขา Support (เพลทกลาง),Completed
C1K2F20A014203,PD2517927,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03-3 ขา Support (เพลทบน),Completed
SO2500003,PD2517927,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-03-3 ขา Support (เพลทบน),Completed
SO2500003,PD2517928,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-01 เพลาส่งกำลัง Dia 30mm (W-1100) ไม่ยอย,Completed
C351M31C011101,PD2517928,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-01 เพลาส่งกำลัง Dia 30mm (W-1100) ไม่ยอย,Completed
SO2500003,PD2517929,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-01-1 ลิ่ม 8x7x39 mm,Completed
C431D40C011102,PD2517929,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-01-1 ลิ่ม 8x7x39 mm,Completed
SO2500003,PD2517930,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-01-3 ลิ่ม 8x7x120 mm,Completed
C431D40C011103,PD2517930,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CA-01-3 ลิ่ม 8x7x120 mm,Completed
SO2500003,PD2517931,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CB-01 บูชดันเฟืองขับ 50-2P_เพลา 30 mm,Completed
C431D40C011200,PD2517931,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CB-01 บูชดันเฟืองขับ 50-2P_เพลา 30 mm,Completed
SO2500003,PD2517932,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-1 บูชแบริ่งเฟืองตาม 50-2P,Completed
C431D40C023200,PD2517932,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-1 บูชแบริ่งเฟืองตาม 50-2P,Completed
SO2500003,PD2517933,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-2 บูชดันเฟืองตาม 50-2P,Completed
C431D40C023300,PD2517933,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CH-01-2 บูชดันเฟืองตาม 50-2P,Completed
C431D40C051100,PD2517934,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-01 เหล็กฉากหูตึงโซ่ M12,Completed
SO2500003,PD2517934,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-01 เหล็กฉากหูตึงโซ่ M12,Completed
SO2500003,PD2517935,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),CI-02-2 เหล็กฉากตึงโซ่ตัวยาว (สตัด M12),Completed
