"Document number
 Reference",เลขที่โครงการ,ชื่อโครงการ,ประเภท,ชื่อเครื่องจักร,เลขที่ Item,ชื่อ Item,จำนวน,Production Order,"จำนวนPD
 /Act Line :",วันที่แจ้งดำเนินการ,เป้าหมายส่งมอบ 1,เป้าหมายส่งมอบ 2,เป้าหมายส่งมอบ 3,เป้าหมายส่งมอบ 4,เป้าหมายส่งมอบ 5,เป้าหมายล่าสุด,"PO/PR
 NO",หมายเหตุ,สถานะ,"Closed
 (*)"
EN 69-6-6,SR2500002,SR KTT เริ่ม 10/5/68-9/5/69,เอกสาร 04,MDPB-26-0141,2O20601000,RUBBER BUFFER MODEL : NV54-A-17 DIA 160,4,,,17/6/2026,,,,,,,,สั่งซื้อลง กทม,ส่งแล้ว,*
EN 69-6-6,SR2500002,SR KTT เริ่ม 10/5/68-9/5/69,เอกสาร 04,MDPB-26-0141,7020204104,เทปกันลื่น สีดำ ANTI SLIP TAPE หน้ากว้าง 50CM. ยาว 18M,2,,,17/6/2026,,,,,,,,11/มิย26 เปลี่ยน 7020203004 แทน,ส่งแล้ว,*
EN 69-6-6,SR2500002,SR KTT เริ่ม 10/5/68-9/5/69,เอกสาร 04,MDPB-26-0141,B631526C011301,3-106 Plate sensor 3,4,PD2605585,1,17/6/2026,,,,,,,,คลััง ส่ง 7/8/26,ส่งแล้ว,*
EN 69-6-6,SR2500002,SR KTT เริ่ม 10/5/68-9/5/69,เอกสาร 04,MDPB-26-0141,F340113100,เซนเซอร์ แบบ PHOTO S3Z-PR-2-M01-NL DIFFUSE 0-700MM,4,,,17/6/2026,,,,,,,,สั่งซื้อลง กทม,ส่งแล้ว,*
EN 69-4-47,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0101,R311014E011000,E0-00 ชุดฐานล้อ,2,PD2603220-3228,9,17/4/2026,28/8/2026,,,,,28/8/2026,,8/8/26,ส่งแล้ว,*
EN 69-4-47,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0101,F300109301,มอเตอร์ ติดเบรค 1.5 KW 4P B5 (EMCO) 32 NM. SF3.2 (,1,,10,17/4/2026,28/8/2026,,,,,28/8/2026,,21/4/26,ส่งแล้ว,*
EN 69-4-47,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0101,2850105001,เกียร์ทด MRCI 63UO3A-24X200 ROSSI,1,,10,17/4/2026,28/8/2026,,,,,28/8/2026,,P-56802,ส่งแล้ว,*
EN 69-4-47,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0101,F361001003,อินเวอร์เตอร์ FR-E740 1.5KW 380V MITSUBISHI,1,,10,17/4/2026,28/8/2026,,,,,28/8/2026,,P-56803,ส่งแล้ว,*
EN 69-4-47,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0101,F363500003,"อินเวอร์เตอร์ FR-E840-2.2K-1 E800 SERIES , 400V",1,,10,17/4/2026,28/8/2026,,,,,28/8/2026,,P-56804,ส่งแล้ว,*
EN 69-4-47,BDM260010,BDM AAI 1/01/2569 - 31/12/2569,เอกสาร 04,MDPB-26-0101,F360314003,อินเวอร์เตอร์ FR-D740 1.5KW.380V 380V MITSUBISHI,1,,10,17/4/2026,28/8/2026,,,,,28/8/2026,,21/4/26,ส่งแล้ว,*
EN 69-7-101,BDM240026,BDM PTTGCL เริ่ม1/5/2567- 30/4/2569,เอกสาร 04,,B231780J011100,Cam Follower 12-1BUUR (Daft),172,PD2607216,,24/7/2026,,,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A011102,A0001-03-029 เพลาล้อหน้า,1,PD2607600-PD2607614,15,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A011103,A0001-03-030 ล้อหน้า,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A021102,A0001-00-105 ลิ่ม 20x12x60,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A021103,A0001-03-013 เพลาขับแกน X,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A021104,A0001-03-015 ล้อหลัง,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A021105,A0001-00-106 ลื่มใหม่,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A011101,A0001-03-109 ประกอบล้อหน้ากับเพลา,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6C0112A021101,A0001-03-108 ประกอบล้อหลังกับเพลา,1,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z670215Z091106,Plate Shim ID.65.2 OD.85 mm.( 0.5 mm.),10,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,B9420230107402,A0001-05-054 สลักล้อประครองหน้า,4,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,B9420230107404,A0001-00-119 ฝาปิดล้อประครองข้าง,4,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,B942023Z041101,A0001-05-118 BUSH สลักล้อประคอง,4,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,B942023Z041102,A0001-05-118 BUSH ลูกปืน,4,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z6F0100A011103,A0001-05-114-1 ประกอบล้อประคองล่าง,4,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-37,SR2600017,RS-ทานตะวัน 22/7/69-21/7/70,เอกสาร 04,MDPB-26-0186,Z930103A011124,1-23 ล้อประคองหน้า,4,,,10/8/2026,31/8/2026,15/9/2026,,,,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z221000,JP-01 Jig Pallet,2,PD2607632-PD2607644,13,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z231000,00-68 การ์ดแบบพับ 4 รู ขยายขนาด,6,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z241000,Shim MC เสริมการ์ด,12,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,C1N1A18A031300,A0-04 ขา Support งา Forklift AAI,4,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z221100,JP-01-1 Weld Jig Pallet,2,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z221200,A0-03 ขา Support Jig Pallet,4,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z234100,00-68 เพทเสริมการ์ดแบบพับ 4 รู ขยายขนาด,6,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z234101,00-69 การ์ดแบบที่ 4 -2 ขยายขนาด,6,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,C1N1A18A034301,A0-04-1 ขา Support งา Forklift AAI,4,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,C1N1A18A034302,A0-04-2 ขา Support งา Forklift AAI,4,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z224103,JP-01-1-3 แผ่นพับจิ๊กพาเลท,2,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z224105,JP-01-1-5 Plat Adjust,4,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-46,BDM250028,BDM บุญถาวร 16/8/2568-15/8/2569,เอกสาร 04,MDPB-26-0188,Z620000Z224104,JP-01-1-4 Plat Support Jig,12,,,13/8/2026,25/8/2026,31/8/2026,3/9/2026,7/9/2026,10/9/2026,,,,,
EN 69-8-52,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0190,Z640000Z041600,5-36 แบบประกอบล้อ,16,PD2607674-PD2607679,6,14/8/2026,11/9/2026,,,,,,,,,
EN 69-8-52,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0190,Z640000Z041200,5-37 ล้อประคองเสา,16,,,14/8/2026,11/9/2026,,,,,,,,,
EN 69-8-52,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0190,Z930103A011132,2-24 ชุดล้อข้าง,16,,,14/8/2026,11/9/2026,,,,,,,,,
EN 69-8-52,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0190,Z930103A011112,2-26 ล้อประคองกระเช้าปรับใหม่,16,,,14/8/2026,11/9/2026,,,,,,,,,
EN 69-8-52,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0190,Z930103A011113,2-27 แกนเพลาล้อข้างปรับใหม่,16,,,14/8/2026,11/9/2026,,,,,,,,,
EN 69-8-52,BDM250040,BDM BOT ขอนแก่น 1/11/2568-31/10/2570,เอกสาร 04,MDPB-26-0190,Z930103A011110,2-21 ล้อประครองกระเช้า MC,4,,,14/8/2026,11/9/2026,,,,,,,,,
EN 69-8-55,BDM260013,BDM WHA GCL 1/5/2569 - 28/2/2570,เอกสาร 04,MDPB-26-0191,B231780A011200,01-19 Wheel test,2,PD2607680-PD2607682,3,14/8/2026,15/9/2026,15/9/2026,,,,15/9/2026,,,,
EN 69-8-55,BDM260013,BDM WHA GCL 1/5/2569 - 28/2/2570,เอกสาร 04,MDPB-26-0191,B231780A011500,01-22 Shaft for Drive Wheel,2,,,14/8/2026,15/9/2026,15/9/2026,,,,15/9/2026,,,,
EN 69-8-55,BDM260013,BDM WHA GCL 1/5/2569 - 28/2/2570,เอกสาร 04,MDPB-26-0191,B231780A011600,01-23 Shaft for Idel Wheel,2,,,14/8/2026,15/9/2026,15/9/2026,,,,15/9/2026,,,,
